xSOM,ySOM,R,G,B,label
10.771,16.670,0.000,129.492,199.219,5.000
9.959,14.145,0.000,129.492,199.219,5.000
12.392,16.856,0.000,129.492,199.219,5.000
8.392,3.173,0.000,129.492,199.219,5.000
13.975,16.119,0.000,129.492,199.219,5.000
10.876,12.946,0.000,129.492,199.219,5.000
12.770,15.969,0.000,129.492,199.219,5.000
11.099,14.077,0.000,129.492,199.219,5.000
13.007,19.122,0.000,129.492,199.219,5.000
7.880,19.164,0.000,129.492,199.219,5.000
17.113,0.280,0.000,129.492,199.219,5.000
0.095,4.145,0.000,129.492,199.219,5.000
14.041,9.848,0.000,129.492,199.219,5.000
9.814,18.797,0.000,129.492,199.219,5.000
7.361,7.223,0.000,129.492,199.219,5.000
8.278,4.881,0.000,129.492,199.219,5.000
8.323,7.845,0.000,129.492,199.219,5.000
11.335,16.735,0.000,129.492,199.219,5.000
11.179,12.660,0.000,129.492,199.219,5.000
11.975,9.318,0.000,129.492,199.219,5.000
13.693,16.689,0.000,129.492,199.219,5.000
10.328,7.675,254.003,224.122,24.903,6.000
9.170,9.698,254.003,224.122,24.903,6.000
10.029,7.302,254.003,224.122,24.903,6.000
9.800,9.367,254.003,224.122,24.903,6.000
19.285,11.882,254.003,224.122,24.903,6.000
13.636,4.152,254.003,224.122,24.903,6.000
12.199,7.376,254.003,224.122,24.903,6.000
10.741,9.341,254.003,224.122,24.903,6.000
10.945,11.096,254.003,224.122,24.903,6.000
17.237,10.048,254.003,224.122,24.903,6.000
11.611,7.143,254.003,224.122,24.903,6.000
3.948,15.784,254.003,224.122,24.903,6.000
4.046,15.889,254.003,224.122,24.903,6.000
5.793,16.380,254.003,224.122,24.903,6.000
3.180,14.802,254.003,224.122,24.903,6.000
14.931,2.733,254.003,224.122,24.903,6.000
17.900,10.310,254.003,224.122,24.903,6.000
10.163,8.830,254.003,224.122,24.903,6.000
9.733,8.169,254.003,224.122,24.903,6.000
2.206,15.150,254.003,224.122,24.903,6.000
9.292,9.217,254.003,224.122,24.903,6.000
8.650,6.730,254.003,224.122,24.903,6.000
10.324,9.067,254.003,224.122,24.903,6.000
4.097,17.383,254.003,224.122,24.903,6.000
9.158,9.999,254.003,224.122,24.903,6.000
15.607,9.993,254.003,224.122,24.903,6.000
16.889,9.725,254.003,224.122,24.903,6.000
9.737,8.944,254.003,224.122,24.903,6.000
8.006,10.340,254.003,224.122,24.903,6.000
7.935,10.311,254.003,224.122,24.903,6.000
10.835,9.020,254.003,224.122,24.903,6.000
16.028,9.762,254.003,224.122,24.903,6.000
18.627,10.125,254.003,224.122,24.903,6.000
10.284,8.701,254.003,224.122,24.903,6.000
12.601,11.187,254.003,224.122,24.903,6.000
19.038,12.258,254.003,224.122,24.903,6.000
16.003,10.379,254.003,224.122,24.903,6.000
10.918,7.649,254.003,224.122,24.903,6.000
11.278,7.648,254.003,224.122,24.903,6.000
19.017,12.116,254.003,224.122,24.903,6.000
10.151,9.301,254.003,224.122,24.903,6.000
9.386,16.986,254.003,224.122,24.903,6.000
4.762,14.964,254.003,224.122,24.903,6.000
13.292,12.332,254.003,224.122,24.903,6.000
7.767,6.289,254.003,224.122,24.903,6.000
9.663,9.911,254.003,224.122,24.903,6.000
18.891,10.224,254.003,224.122,24.903,6.000
7.734,7.237,254.003,224.122,24.903,6.000
2.300,14.950,254.003,224.122,24.903,6.000
4.838,14.615,254.003,224.122,24.903,6.000
3.651,15.775,254.003,224.122,24.903,6.000
2.832,15.891,254.003,224.122,24.903,6.000
15.610,2.048,254.003,224.122,24.903,6.000
18.888,12.093,254.003,224.122,24.903,6.000
9.761,7.822,254.003,224.122,24.903,6.000
5.017,16.986,254.003,224.122,24.903,6.000
9.300,16.296,254.003,224.122,24.903,6.000
13.777,5.355,254.003,224.122,24.903,6.000
18.652,12.273,254.003,224.122,24.903,6.000
3.714,15.036,254.003,224.122,24.903,6.000
2.267,14.786,254.003,224.122,24.903,6.000
11.603,9.046,254.003,224.122,24.903,6.000
4.364,14.124,254.003,224.122,24.903,6.000
13.333,8.864,254.003,224.122,24.903,6.000
8.151,9.904,254.003,224.122,24.903,6.000
9.656,9.040,254.003,224.122,24.903,6.000
10.688,10.865,254.003,224.122,24.903,6.000
3.997,15.623,254.003,224.122,24.903,6.000
3.778,16.866,254.003,224.122,24.903,6.000
1.841,16.838,254.003,224.122,24.903,6.000
19.108,12.732,254.003,224.122,24.903,6.000
3.997,16.785,254.003,224.122,24.903,6.000
16.838,10.113,254.003,224.122,24.903,6.000
8.752,9.114,254.003,224.122,24.903,6.000
2.385,17.024,254.003,224.122,24.903,6.000
7.040,8.610,254.003,224.122,24.903,6.000
2.823,16.771,254.003,224.122,24.903,6.000
19.317,12.223,254.003,224.122,24.903,6.000
4.314,16.666,254.003,224.122,24.903,6.000
19.128,10.979,254.003,224.122,24.903,6.000
2.303,14.893,254.003,224.122,24.903,6.000
9.798,7.657,254.003,224.122,24.903,6.000
18.834,10.803,254.003,224.122,24.903,6.000
9.256,11.007,254.003,224.122,24.903,6.000
14.836,2.662,254.003,224.122,24.903,6.000
12.234,6.978,254.003,224.122,24.903,6.000
10.341,10.068,254.003,224.122,24.903,6.000
2.070,15.392,254.003,224.122,24.903,6.000
19.370,11.873,254.003,224.122,24.903,6.000
12.023,7.802,254.003,224.122,24.903,6.000
19.221,11.876,254.003,224.122,24.903,6.000
18.258,11.334,254.003,224.122,24.903,6.000
7.840,8.828,254.003,224.122,24.903,6.000
11.973,9.287,254.003,224.122,24.903,6.000
19.171,11.353,254.003,224.122,24.903,6.000
9.060,10.383,254.003,224.122,24.903,6.000
19.320,10.391,254.003,224.122,24.903,6.000
10.830,9.604,254.003,224.122,24.903,6.000
9.704,7.835,254.003,224.122,24.903,6.000
18.606,10.140,254.003,224.122,24.903,6.000
18.694,19.230,249.023,189.258,189.258,7.000
4.334,10.063,249.023,189.258,189.258,7.000
16.118,13.970,249.023,189.258,189.258,7.000
4.670,3.862,249.023,189.258,189.258,7.000
18.794,15.121,249.023,189.258,189.258,7.000
18.777,18.791,249.023,189.258,189.258,7.000
14.776,14.985,249.023,189.258,189.258,7.000
14.821,13.888,249.023,189.258,189.258,7.000
4.118,4.381,249.023,189.258,189.258,7.000
-0.105,8.224,249.023,189.258,189.258,7.000
18.974,19.048,249.023,189.258,189.258,7.000
15.289,14.128,249.023,189.258,189.258,7.000
18.609,18.942,249.023,189.258,189.258,7.000
19.307,13.944,249.023,189.258,189.258,7.000
3.734,4.374,249.023,189.258,189.258,7.000
4.759,3.872,249.023,189.258,189.258,7.000
4.643,4.240,249.023,189.258,189.258,7.000
4.056,3.113,249.023,189.258,189.258,7.000
15.782,14.738,249.023,189.258,189.258,7.000
18.961,18.633,249.023,189.258,189.258,7.000
16.193,14.722,249.023,189.258,189.258,7.000
14.980,14.247,249.023,189.258,189.258,7.000
15.120,14.801,249.023,189.258,189.258,7.000
3.962,4.052,249.023,189.258,189.258,7.000
15.684,15.006,249.023,189.258,189.258,7.000
4.184,4.124,249.023,189.258,189.258,7.000
15.725,14.608,249.023,189.258,189.258,7.000
5.137,5.055,249.023,189.258,189.258,7.000
5.750,4.852,249.023,189.258,189.258,7.000
4.779,4.895,249.023,189.258,189.258,7.000
4.889,4.922,249.023,189.258,189.258,7.000
15.693,14.839,249.023,189.258,189.258,7.000
4.146,3.771,249.023,189.258,189.258,7.000
18.820,15.203,249.023,189.258,189.258,7.000
19.268,18.952,249.023,189.258,189.258,7.000
3.388,3.705,249.023,189.258,189.258,7.000
15.223,15.836,249.023,189.258,189.258,7.000
14.937,14.729,249.023,189.258,189.258,7.000
5.336,3.307,249.023,189.258,189.258,7.000
5.260,2.777,249.023,189.258,189.258,7.000
5.177,2.763,249.023,189.258,189.258,7.000
16.272,15.192,249.023,189.258,189.258,7.000
18.869,17.824,249.023,189.258,189.258,7.000
18.330,14.682,249.023,189.258,189.258,7.000
18.021,17.903,249.023,189.258,189.258,7.000
4.279,2.857,249.023,189.258,189.258,7.000
5.110,4.815,249.023,189.258,189.258,7.000
17.600,1.358,249.023,189.258,189.258,7.000
3.872,5.367,249.023,189.258,189.258,7.000
5.222,4.675,249.023,189.258,189.258,7.000
15.922,13.733,249.023,189.258,189.258,7.000
18.945,14.691,249.023,189.258,189.258,7.000
10.238,18.168,249.023,189.258,189.258,7.000
17.606,14.749,249.023,189.258,189.258,7.000
3.943,4.208,249.023,189.258,189.258,7.000
16.911,13.960,249.023,189.258,189.258,7.000
0.259,8.260,249.023,189.258,189.258,7.000
4.217,4.975,249.023,189.258,189.258,7.000
17.775,14.791,249.023,189.258,189.258,7.000
4.371,3.391,249.023,189.258,189.258,7.000
15.235,16.004,249.023,189.258,189.258,7.000
18.773,18.807,249.023,189.258,189.258,7.000
14.691,13.326,249.023,189.258,189.258,7.000
16.107,14.816,249.023,189.258,189.258,7.000
5.844,4.862,249.023,189.258,189.258,7.000
4.075,2.955,249.023,189.258,189.258,7.000
15.020,14.233,249.023,189.258,189.258,7.000
2.720,4.863,249.023,189.258,189.258,7.000
4.999,4.061,249.023,189.258,189.258,7.000
4.062,3.086,249.023,189.258,189.258,7.000
3.768,5.299,249.023,189.258,189.258,7.000
16.989,15.775,249.023,189.258,189.258,7.000
18.280,14.612,249.023,189.258,189.258,7.000
16.957,15.665,249.023,189.258,189.258,7.000
5.144,4.701,249.023,189.258,189.258,7.000
16.871,14.769,249.023,189.258,189.258,7.000
13.819,15.916,249.023,189.258,189.258,7.000
14.216,13.845,249.023,189.258,189.258,7.000
5.966,4.243,249.023,189.258,189.258,7.000
5.612,5.371,249.023,189.258,189.258,7.000
18.958,18.985,249.023,189.258,189.258,7.000
5.645,4.966,249.023,189.258,189.258,7.000
17.214,16.322,249.023,189.258,189.258,7.000
17.700,13.922,249.023,189.258,189.258,7.000
19.017,16.747,249.023,189.258,189.258,7.000
18.337,1.294,249.023,189.258,189.258,7.000
17.023,16.032,249.023,189.258,189.258,7.000
5.299,4.744,249.023,189.258,189.258,7.000
-0.286,8.035,249.023,189.258,189.258,7.000
5.299,6.146,249.023,189.258,189.258,7.000
16.160,14.119,249.023,189.258,189.258,7.000
2.834,3.605,249.023,189.258,189.258,7.000
7.344,5.210,249.023,189.258,189.258,7.000
17.075,14.237,249.023,189.258,189.258,7.000
15.700,16.983,249.023,189.258,189.258,7.000
4.333,1.778,249.023,189.258,189.258,7.000
16.925,13.713,249.023,189.258,189.258,7.000
18.352,15.170,249.023,189.258,189.258,7.000
15.194,13.352,249.023,189.258,189.258,7.000
14.649,13.367,249.023,189.258,189.258,7.000
8.720,12.675,69.727,239.062,239.062,8.000
17.972,13.255,69.727,239.062,239.062,8.000
1.384,4.232,69.727,239.062,239.062,8.000
0.611,-0.048,69.727,239.062,239.062,8.000
7.313,16.908,69.727,239.062,239.062,8.000
13.299,12.894,69.727,239.062,239.062,8.000
15.820,11.945,69.727,239.062,239.062,8.000
6.977,18.903,69.727,239.062,239.062,8.000
17.875,18.164,69.727,239.062,239.062,8.000
16.300,-0.150,69.727,239.062,239.062,8.000
9.209,13.120,69.727,239.062,239.062,8.000
16.883,13.011,69.727,239.062,239.062,8.000
18.172,17.862,69.727,239.062,239.062,8.000
15.675,12.369,69.727,239.062,239.062,8.000
11.796,3.743,69.727,239.062,239.062,8.000
9.322,12.923,69.727,239.062,239.062,8.000
17.913,18.175,69.727,239.062,239.062,8.000
8.824,13.016,69.727,239.062,239.062,8.000
11.045,0.128,69.727,239.062,239.062,8.000
7.840,0.277,69.727,239.062,239.062,8.000
15.790,11.615,69.727,239.062,239.062,8.000
18.194,17.980,69.727,239.062,239.062,8.000
15.220,13.173,69.727,239.062,239.062,8.000
17.134,12.826,69.727,239.062,239.062,8.000
18.629,13.128,69.727,239.062,239.062,8.000
18.207,17.787,69.727,239.062,239.062,8.000
16.715,12.890,69.727,239.062,239.062,8.000
17.349,-0.270,69.727,239.062,239.062,8.000
17.622,13.142,69.727,239.062,239.062,8.000
14.078,12.127,69.727,239.062,239.062,8.000
7.983,17.920,69.727,239.062,239.062,8.000
17.161,13.235,69.727,239.062,239.062,8.000
17.150,13.320,69.727,239.062,239.062,8.000
10.672,4.070,69.727,239.062,239.062,8.000
9.280,13.030,69.727,239.062,239.062,8.000
8.674,13.086,69.727,239.062,239.062,8.000
9.698,13.685,69.727,239.062,239.062,8.000
18.985,18.765,69.727,239.062,239.062,8.000
18.032,12.170,69.727,239.062,239.062,8.000
17.155,11.754,69.727,239.062,239.062,8.000
8.038,14.271,69.727,239.062,239.062,8.000
16.081,11.628,69.727,239.062,239.062,8.000
18.163,14.184,69.727,239.062,239.062,8.000
18.759,19.182,69.727,239.062,239.062,8.000
18.634,19.154,69.727,239.062,239.062,8.000
17.686,17.751,69.727,239.062,239.062,8.000
8.981,13.127,69.727,239.062,239.062,8.000
18.879,18.210,69.727,239.062,239.062,8.000
15.226,13.378,69.727,239.062,239.062,8.000
7.741,2.823,69.727,239.062,239.062,8.000
19.221,17.967,69.727,239.062,239.062,8.000
16.763,11.978,69.727,239.062,239.062,8.000
1.070,2.756,69.727,239.062,239.062,8.000
15.814,11.968,69.727,239.062,239.062,8.000
17.839,13.308,69.727,239.062,239.062,8.000
15.889,12.022,69.727,239.062,239.062,8.000
18.945,18.658,69.727,239.062,239.062,8.000
16.926,12.665,69.727,239.062,239.062,8.000
18.695,16.767,69.727,239.062,239.062,8.000
10.075,11.870,69.727,239.062,239.062,8.000
9.394,11.832,69.727,239.062,239.062,8.000
17.936,16.826,69.727,239.062,239.062,8.000
7.757,17.899,69.727,239.062,239.062,8.000
18.638,12.802,69.727,239.062,239.062,8.000
9.948,1.201,69.727,239.062,239.062,8.000
15.606,0.066,69.727,239.062,239.062,8.000
13.998,12.183,69.727,239.062,239.062,8.000
18.175,17.208,69.727,239.062,239.062,8.000
8.717,12.335,69.727,239.062,239.062,8.000
14.740,0.113,69.727,239.062,239.062,8.000
18.868,19.089,69.727,239.062,239.062,8.000
14.667,12.204,69.727,239.062,239.062,8.000
17.658,17.951,69.727,239.062,239.062,8.000
8.014,14.179,69.727,239.062,239.062,8.000
18.241,12.938,69.727,239.062,239.062,8.000
9.987,12.776,69.727,239.062,239.062,8.000
12.005,18.095,69.727,239.062,239.062,8.000
10.359,12.064,69.727,239.062,239.062,8.000
18.649,12.710,69.727,239.062,239.062,8.000
17.899,18.021,69.727,239.062,239.062,8.000
17.672,14.036,69.727,239.062,239.062,8.000
17.967,17.738,69.727,239.062,239.062,8.000
8.965,11.978,69.727,239.062,239.062,8.000
17.970,11.985,69.727,239.062,239.062,8.000
7.929,14.171,69.727,239.062,239.062,8.000
18.266,17.678,69.727,239.062,239.062,8.000
7.607,13.967,69.727,239.062,239.062,8.000
6.776,17.743,69.727,239.062,239.062,8.000
7.705,17.865,69.727,239.062,239.062,8.000
8.036,2.345,69.727,239.062,239.062,8.000
9.885,14.053,69.727,239.062,239.062,8.000
14.659,-0.338,69.727,239.062,239.062,8.000
7.754,14.104,69.727,239.062,239.062,8.000
19.192,12.880,69.727,239.062,239.062,8.000
7.653,13.628,69.727,239.062,239.062,8.000
18.699,12.971,69.727,239.062,239.062,8.000
16.904,13.022,69.727,239.062,239.062,8.000
16.878,12.959,69.727,239.062,239.062,8.000
19.199,19.363,69.727,239.062,239.062,8.000
7.039,18.332,69.727,239.062,239.062,8.000
6.808,3.793,169.335,109.571,39.844,9.000
17.357,14.611,169.335,109.571,39.844,9.000
18.079,17.698,169.335,109.571,39.844,9.000
5.940,5.983,169.335,109.571,39.844,9.000
19.376,16.026,169.335,109.571,39.844,9.000
17.886,3.664,169.335,109.571,39.844,9.000
1.760,4.967,169.335,109.571,39.844,9.000
17.869,3.772,169.335,109.571,39.844,9.000
15.863,15.294,169.335,109.571,39.844,9.000
5.737,7.714,169.335,109.571,39.844,9.000
5.720,7.027,169.335,109.571,39.844,9.000
16.394,15.805,169.335,109.571,39.844,9.000
16.903,14.988,169.335,109.571,39.844,9.000
16.615,17.682,169.335,109.571,39.844,9.000
19.011,16.286,169.335,109.571,39.844,9.000
19.210,15.966,169.335,109.571,39.844,9.000
18.071,16.104,169.335,109.571,39.844,9.000
17.875,16.233,169.335,109.571,39.844,9.000
2.885,5.717,169.335,109.571,39.844,9.000
5.722,5.895,169.335,109.571,39.844,9.000
2.117,6.072,169.335,109.571,39.844,9.000
19.227,14.999,169.335,109.571,39.844,9.000
6.370,5.697,169.335,109.571,39.844,9.000
17.665,15.646,169.335,109.571,39.844,9.000
5.642,5.923,169.335,109.571,39.844,9.000
18.069,15.671,169.335,109.571,39.844,9.000
16.098,14.158,169.335,109.571,39.844,9.000
17.955,16.724,169.335,109.571,39.844,9.000
16.265,-0.239,169.335,109.571,39.844,9.000
18.226,15.984,169.335,109.571,39.844,9.000
5.046,8.002,169.335,109.571,39.844,9.000
17.219,16.097,169.335,109.571,39.844,9.000
2.221,5.907,169.335,109.571,39.844,9.000
2.312,4.756,169.335,109.571,39.844,9.000
16.007,14.375,169.335,109.571,39.844,9.000
5.616,6.980,169.335,109.571,39.844,9.000
17.069,-0.229,169.335,109.571,39.844,9.000
2.810,4.628,169.335,109.571,39.844,9.000
18.390,17.110,169.335,109.571,39.844,9.000
15.616,13.685,169.335,109.571,39.844,9.000
7.315,3.662,169.335,109.571,39.844,9.000
5.231,10.248,169.335,109.571,39.844,9.000
19.225,15.146,169.335,109.571,39.844,9.000
18.691,15.161,169.335,109.571,39.844,9.000
18.627,14.017,169.335,109.571,39.844,9.000
19.171,15.044,169.335,109.571,39.844,9.000
3.738,10.712,169.335,109.571,39.844,9.000
15.699,-0.334,169.335,109.571,39.844,9.000
5.178,15.919,169.335,109.571,39.844,9.000
6.049,6.092,169.335,109.571,39.844,9.000
18.145,14.905,169.335,109.571,39.844,9.000
6.340,5.917,169.335,109.571,39.844,9.000
6.072,5.855,169.335,109.571,39.844,9.000
6.099,5.779,169.335,109.571,39.844,9.000
19.079,16.267,169.335,109.571,39.844,9.000
5.009,11.036,169.335,109.571,39.844,9.000
18.732,16.186,169.335,109.571,39.844,9.000
17.004,15.204,169.335,109.571,39.844,9.000
14.966,16.037,169.335,109.571,39.844,9.000
7.353,3.956,169.335,109.571,39.844,9.000
18.733,17.375,169.335,109.571,39.844,9.000
6.378,5.802,169.335,109.571,39.844,9.000
17.661,3.917,169.335,109.571,39.844,9.000
19.276,16.896,169.335,109.571,39.844,9.000
5.238,9.897,169.335,109.571,39.844,9.000
18.858,16.602,169.335,109.571,39.844,9.000
18.901,14.291,169.335,109.571,39.844,9.000
5.009,10.156,169.335,109.571,39.844,9.000
1.647,5.143,169.335,109.571,39.844,9.000
18.084,15.832,169.335,109.571,39.844,9.000
19.134,16.929,169.335,109.571,39.844,9.000
1.196,8.236,169.335,109.571,39.844,9.000
16.209,13.619,169.335,109.571,39.844,9.000
4.797,10.972,169.335,109.571,39.844,9.000
15.905,14.624,169.335,109.571,39.844,9.000
15.705,14.204,169.335,109.571,39.844,9.000
5.038,11.299,169.335,109.571,39.844,9.000
3.126,6.835,169.335,109.571,39.844,9.000
5.261,10.095,169.335,109.571,39.844,9.000
5.930,6.021,169.335,109.571,39.844,9.000
16.738,14.781,169.335,109.571,39.844,9.000
-0.013,7.022,169.335,109.571,39.844,9.000
17.756,15.650,169.335,109.571,39.844,9.000
19.348,17.228,169.335,109.571,39.844,9.000
19.314,19.385,169.335,109.571,39.844,9.000
4.731,7.107,169.335,109.571,39.844,9.000
16.161,12.785,169.335,109.571,39.844,9.000
16.139,15.251,169.335,109.571,39.844,9.000
18.645,14.639,169.335,109.571,39.844,9.000
16.845,16.343,169.335,109.571,39.844,9.000
5.774,9.811,169.335,109.571,39.844,9.000
6.228,6.169,169.335,109.571,39.844,9.000
17.042,16.292,169.335,109.571,39.844,9.000
2.074,5.190,169.335,109.571,39.844,9.000
16.028,15.714,169.335,109.571,39.844,9.000
19.024,16.386,169.335,109.571,39.844,9.000
4.847,5.771,169.335,109.571,39.844,9.000
18.924,13.991,169.335,109.571,39.844,9.000
17.122,16.789,169.335,109.571,39.844,9.000
18.313,4.108,169.335,109.571,39.844,9.000
13.104,14.346,169.335,109.571,39.844,0.000
14.665,6.695,169.335,109.571,39.844,0.000
7.003,10.925,169.335,109.571,39.844,0.000
9.029,17.914,169.335,109.571,39.844,0.000
13.661,13.955,169.335,109.571,39.844,0.000
11.927,16.819,169.335,109.571,39.844,0.000
14.393,10.096,169.335,109.571,39.844,0.000
9.188,17.174,169.335,109.571,39.844,0.000
16.122,11.853,169.335,109.571,39.844,0.000
6.205,18.646,169.335,109.571,39.844,0.000
-0.387,17.708,0.000,0.000,0.000,1.000
18.682,0.340,0.000,0.000,0.000,1.000
18.655,0.019,0.000,0.000,0.000,1.000
2.811,18.656,0.000,0.000,0.000,1.000
0.044,15.819,0.000,0.000,0.000,1.000
18.903,0.368,0.000,0.000,0.000,1.000
0.192,17.655,0.000,0.000,0.000,1.000
19.237,0.067,0.000,0.000,0.000,1.000
18.733,0.104,0.000,0.000,0.000,1.000
19.070,-0.353,0.000,0.000,0.000,1.000
11.656,-0.143,244.043,129.492,47.812,2.000
-0.328,0.238,244.043,129.492,47.812,2.000
11.982,2.606,244.043,129.492,47.812,2.000
2.303,2.957,244.043,129.492,47.812,2.000
1.674,3.103,244.043,129.492,47.812,2.000
5.066,4.003,244.043,129.492,47.812,2.000
9.212,18.242,244.043,129.492,47.812,2.000
16.186,5.791,244.043,129.492,47.812,2.000
16.603,0.369,244.043,129.492,47.812,2.000
7.351,1.867,244.043,129.492,47.812,2.000
11.613,3.737,127.500,127.500,127.500,3.000
5.248,-0.098,127.500,127.500,127.500,3.000
0.281,1.274,127.500,127.500,127.500,3.000
10.215,0.316,127.500,127.500,127.500,3.000
11.196,0.056,127.500,127.500,127.500,3.000
1.307,0.183,127.500,127.500,127.500,3.000
7.868,0.137,127.500,127.500,127.500,3.000
-0.252,3.615,127.500,127.500,127.500,3.000
1.120,2.207,127.500,127.500,127.500,3.000
7.317,0.289,127.500,127.500,127.500,3.000
1.872,9.944,229.102,24.903,74.707,4.000
1.100,14.091,229.102,24.903,74.707,4.000
-0.115,10.328,229.102,24.903,74.707,4.000
1.702,9.373,229.102,24.903,74.707,4.000
-0.082,10.745,229.102,24.903,74.707,4.000
5.185,7.954,229.102,24.903,74.707,4.000
19.172,4.833,229.102,24.903,74.707,4.000
0.372,15.283,229.102,24.903,74.707,4.000
2.206,12.354,229.102,24.903,74.707,4.000
2.668,11.908,229.102,24.903,74.707,4.000
6.272,12.182,59.767,179.298,74.707,5.000
4.622,12.993,59.767,179.298,74.707,5.000
5.037,14.242,59.767,179.298,74.707,5.000
4.920,11.612,59.767,179.298,74.707,5.000
6.334,15.246,59.767,179.298,74.707,5.000
5.901,13.997,59.767,179.298,74.707,5.000
11.212,2.672,59.767,179.298,74.707,5.000
6.795,14.303,59.767,179.298,74.707,5.000
12.962,2.900,59.767,179.298,74.707,5.000
4.212,11.769,59.767,179.298,74.707,5.000
7.038,16.630,0.000,129.492,199.219,6.000
18.636,7.696,0.000,129.492,199.219,6.000
-0.337,12.279,0.000,129.492,199.219,6.000
5.095,18.346,0.000,129.492,199.219,6.000
18.858,8.080,0.000,129.492,199.219,6.000
6.656,16.818,0.000,129.492,199.219,6.000
17.175,2.826,0.000,129.492,199.219,6.000
6.235,18.034,0.000,129.492,199.219,6.000
7.175,17.075,0.000,129.492,199.219,6.000
5.781,18.079,0.000,129.492,199.219,6.000
0.134,7.189,254.003,224.122,24.903,7.000
7.211,5.634,254.003,224.122,24.903,7.000
5.064,3.252,254.003,224.122,24.903,7.000
1.229,7.340,254.003,224.122,24.903,7.000
3.724,2.841,254.003,224.122,24.903,7.000
6.733,5.975,254.003,224.122,24.903,7.000
-0.378,7.673,254.003,224.122,24.903,7.000
18.708,1.298,254.003,224.122,24.903,7.000
4.855,8.363,254.003,224.122,24.903,7.000
0.340,17.821,254.003,224.122,24.903,7.000
-0.021,18.023,249.023,189.258,189.258,8.000
1.068,19.000,249.023,189.258,189.258,8.000
-0.111,14.190,249.023,189.258,189.258,8.000
3.985,2.898,249.023,189.258,189.258,8.000
-0.182,8.159,249.023,189.258,189.258,8.000
10.811,1.041,249.023,189.258,189.258,8.000
1.954,5.996,249.023,189.258,189.258,8.000
0.297,16.831,249.023,189.258,189.258,8.000
8.340,-0.008,249.023,189.258,189.258,8.000
1.023,18.869,249.023,189.258,189.258,8.000
-0.120,7.682,69.727,239.062,239.062,9.000
0.710,18.201,69.727,239.062,239.062,9.000
0.014,8.119,69.727,239.062,239.062,9.000
0.115,6.653,69.727,239.062,239.062,9.000
-0.071,6.697,69.727,239.062,239.062,9.000
3.857,8.829,69.727,239.062,239.062,9.000
0.232,8.276,69.727,239.062,239.062,9.000
18.667,1.175,69.727,239.062,239.062,9.000
-0.303,16.783,69.727,239.062,239.062,9.000
-0.135,8.105,69.727,239.062,239.062,9.000
