xRGB,yRGB,R,G,B
7,18,247,84,53
15,14,129,31,217
7,3,2,86,3
13,5,243,195,19
4,0,42,217,223
18,0,209,71,221
4,11,81,186,64
12,0,199,142,252
9,7,111,3,227
16,2,77,17,160
18,16,27,19,220
12,15,107,130,182
12,4,46,70,253
11,15,6,248,119
9,5,88,16,102
8,15,162,116,17
12,1,143,82,85
7,7,158,149,98
3,15,40,2,44
8,8,28,225,157
18,18,231,115,175
17,0,2,11,205
16,1,16,53,20
12,1,20,142,196
12,10,149,239,158
11,11,84,226,19
0,10,151,227,40
8,3,145,90,9
8,10,41,202,58
17,16,228,185,50
3,5,68,47,111
10,11,39,59,171
2,10,34,161,71
14,13,86,152,170
3,11,200,223,92
19,14,86,108,201
14,13,208,124,72
10,18,75,1,25
7,9,62,173,18
10,6,249,195,39
11,8,61,163,235
1,4,2,124,18
19,7,130,92,5
5,8,148,169,9
13,3,153,217,254
5,10,109,50,223
6,2,46,68,58
7,10,231,228,50
15,13,42,210,99
4,19,241,54,54
7,1,38,82,154
5,0,111,191,36
5,2,165,125,128
8,5,170,138,202
0,17,188,17,185
1,13,33,40,54
10,0,144,53,171
17,14,31,29,17
15,3,108,5,117
15,19,130,1,10
16,11,169,204,247
17,4,206,42,60
7,7,140,86,149
2,9,99,217,47
0,18,228,17,252
15,16,75,210,73
6,17,232,122,108
11,3,201,117,208
13,15,112,114,224
4,11,249,208,75
13,5,126,6,120
6,11,204,171,130
1,2,22,82,143
14,3,195,99,227
6,8,80,119,38
4,7,93,227,150
7,11,24,230,113
2,18,129,156,254
8,1,12,50,201
18,19,126,246,186
4,13,12,149,124
15,17,234,127,250
8,9,209,233,93
18,0,207,109,180
10,17,241,97,50
9,4,243,184,199
6,0,63,71,185
19,4,141,234,91
11,13,128,33,26
8,7,150,115,98
13,10,191,8,211
18,16,81,66,228
6,11,186,120,88
7,3,99,61,203
10,1,43,16,249
0,8,116,126,209
0,13,129,123,250
0,6,166,221,226
1,2,85,235,12
0,4,242,165,152
16,10,91,65,198
4,0,224,231,27
16,11,154,184,171
4,6,32,120,52
14,12,236,228,132
11,14,7,192,160
8,12,33,236,81
1,17,95,149,169
11,3,216,2,206
2,3,250,98,160
4,9,108,235,130
11,1,102,152,59
6,17,53,235,122
2,16,184,9,169
14,6,115,76,173
5,17,201,18,132
0,4,112,47,59
5,8,78,51,97
5,8,22,27,241
18,5,134,33,135
17,19,55,183,85
16,7,192,91,244
10,10,60,184,134
10,10,88,128,84
12,11,20,73,202
12,6,3,209,246
5,5,13,109,245
1,15,147,39,172
4,9,228,130,184
18,5,85,151,198
14,3,196,73,173
3,5,30,222,117
3,9,65,1,204
0,18,37,205,15
4,7,129,77,122
10,19,187,53,117
10,15,5,130,0
13,9,240,204,218
16,13,241,62,253
7,10,84,232,197
0,4,95,146,142
10,6,50,133,225
8,11,142,37,202
7,0,60,140,39
1,14,77,48,185
12,2,222,138,156
16,8,193,129,82
1,1,62,60,154
2,4,217,13,177
8,7,32,172,93
1,15,180,187,17
0,16,3,1,18
3,0,74,104,14
3,11,154,118,74
10,10,228,239,31
19,0,157,196,183
18,6,3,5,183
13,4,235,171,189
18,8,197,141,101
3,19,166,189,153
8,3,152,117,227
4,11,151,164,224
4,18,95,213,173
11,19,10,218,217
1,1,212,15,6
0,4,185,63,112
16,15,245,185,77
8,13,69,251,249
7,14,217,137,201
6,2,186,157,156
10,0,143,109,99
3,7,237,84,63
5,12,224,81,156
1,18,161,11,128
5,1,116,153,15
19,11,82,137,132
5,10,7,216,116
8,14,166,79,34
9,5,54,217,224
14,5,43,9,237
4,9,75,93,239
16,4,4,254,15
19,10,54,230,102
12,17,1,86,221
14,1,120,246,36
5,15,176,196,155
7,7,222,44,34
19,13,211,134,190
10,2,238,237,46
7,5,224,198,122
10,5,108,42,207
19,17,204,59,132
6,18,110,55,188
7,12,72,34,32
9,10,145,200,141
6,15,56,72,19
11,0,106,59,222
13,2,235,225,115
6,17,143,142,136
10,9,166,112,65
11,12,166,251,151
4,1,44,88,95
3,12,87,190,144
9,1,216,141,111
13,11,43,242,230
11,16,137,243,172
4,4,78,225,178
4,0,214,109,251
13,0,198,251,16
10,12,28,62,143
8,11,44,177,177
16,7,145,137,222
0,10,212,218,52
4,12,164,227,165
14,18,183,37,106
2,1,87,113,122
17,3,242,170,199
16,4,206,58,26
10,19,146,144,253
10,8,151,134,181
10,8,131,31,73
16,9,174,86,189
5,0,254,24,65
15,15,205,16,214
18,3,13,9,90
8,4,105,100,131
15,17,89,158,194
4,17,2,182,206
0,17,47,102,166
13,1,104,107,42
9,18,78,52,235
1,2,43,159,12
6,3,176,62,146
17,17,143,237,0
3,18,254,88,119
0,7,86,17,239
12,0,79,146,137
14,9,41,47,108
13,6,28,61,232
4,4,248,208,68
5,17,90,137,194
5,3,120,64,232
16,18,181,28,185
11,4,146,38,26
14,8,62,161,56
8,19,109,201,182
17,5,36,222,177
0,8,91,236,68
11,3,42,130,35
8,18,203,162,100
15,17,2,74,143
5,14,35,134,174
10,5,226,107,47
19,6,243,115,107
16,1,119,219,89
4,1,11,135,13
15,1,182,113,220
13,0,219,20,180
6,14,243,248,186
18,11,124,197,248
18,7,82,163,101
8,1,67,149,26
18,3,219,200,201
0,7,18,107,251
6,11,145,225,103
8,1,64,68,73
5,13,252,224,19
12,3,6,87,161
8,16,22,130,33
9,11,76,227,218
19,17,22,40,112
17,1,242,179,77
1,18,32,6,215
18,18,173,152,18
0,9,114,176,142
0,15,114,115,169
1,18,166,213,245
2,12,248,20,6
17,12,179,204,157
2,4,72,193,99
17,3,130,3,183
16,12,48,178,157
19,11,141,244,14
17,9,182,226,52
7,18,43,51,17
9,11,47,40,119
15,2,25,218,59
13,19,32,223,140
3,18,87,18,6
0,2,113,85,203
5,16,30,152,75
18,16,98,77,171
4,3,133,63,211
1,15,178,207,239
16,2,192,169,106
10,15,252,35,125
12,15,138,209,212
10,10,106,94,57
4,1,204,218,44
5,13,79,216,108
13,1,43,15,216
1,10,218,118,143
11,4,0,57,187
3,15,178,10,238
2,11,108,248,123
7,14,140,148,250
8,3,152,183,164
4,13,137,138,154
1,12,120,107,8
2,15,251,45,170
7,12,27,214,21
13,6,215,222,127
14,14,42,165,164
14,0,19,27,61
2,0,70,105,159
3,2,154,98,125
14,1,164,52,251
14,17,221,50,111
18,15,94,6,142
15,14,164,168,77
12,1,24,69,177
15,19,249,39,214
19,16,76,107,104
15,18,148,101,164
3,1,210,98,11
14,19,233,170,112
18,9,80,15,119
1,5,249,169,156
18,3,92,196,170
0,17,81,16,159
5,2,248,197,191
13,11,185,152,214
3,10,169,105,24
10,3,84,166,171
8,10,94,9,116
8,15,33,86,21
9,16,132,211,242
14,19,242,115,63
1,3,197,226,42
9,16,191,185,30
8,5,141,179,78
11,4,176,250,84
10,3,16,67,173
19,9,72,71,65
16,13,237,21,72
9,10,249,154,47
5,8,134,129,90
9,4,35,6,20
15,14,242,244,211
11,14,106,218,134
13,11,58,24,51
19,15,173,239,0
3,8,213,54,134
0,8,156,2,91
18,15,65,61,241
11,4,123,196,202
8,8,23,151,145
3,18,174,143,153
7,4,16,153,202
0,0,187,141,143
8,1,114,61,84
6,16,163,122,179
9,15,142,247,206
18,14,93,248,86
19,7,69,66,41
17,14,243,8,180
4,4,163,30,238
17,6,0,132,93
7,6,199,40,72
14,11,186,18,250
8,7,170,137,16
19,6,102,104,115
9,15,157,227,187
18,1,80,213,109
19,12,253,5,209
18,17,139,83,57
7,7,153,69,12
18,8,171,26,222
19,18,177,126,20
17,15,76,241,176
3,16,109,205,138
5,13,115,93,241
18,12,7,223,105
10,4,55,230,165
14,6,0,135,30
7,4,230,5,227
1,10,68,127,89
5,17,253,251,187
18,14,190,86,7
0,11,192,0,88
12,16,121,226,37
12,12,145,200,201
19,7,18,224,95
12,16,75,134,241
10,3,94,243,20
10,14,10,65,236
19,19,109,149,119
1,11,163,218,167
16,14,40,133,117
12,3,102,180,137
3,3,105,112,81
15,2,209,172,25
8,9,196,158,188
13,4,244,160,168
4,1,73,139,140
16,5,119,10,146
9,13,42,133,20
0,18,72,241,155
13,11,163,146,230
12,17,127,235,224
12,15,3,16,101
13,16,88,140,173
16,8,155,78,117
1,6,134,112,161
19,14,27,21,26
7,1,183,178,162
3,18,25,170,183
16,3,176,66,51
18,13,167,146,168
15,17,34,228,152
7,16,14,137,212
0,8,159,194,246
16,19,104,158,71
5,8,141,124,95
11,0,203,161,157
18,0,86,240,39
17,10,253,218,170
19,17,134,62,170
12,8,85,26,116
7,0,6,128,117
13,3,60,58,22
8,7,220,43,221
12,5,185,216,173
0,0,3,61,209
7,9,139,178,65
15,12,153,222,131
4,7,5,138,136
9,18,71,126,41
4,0,125,69,26
8,8,248,190,63
7,7,11,118,79
19,8,188,68,125
12,3,169,62,235
14,10,23,33,51
6,15,207,133,175
12,10,134,79,168
10,13,204,72,177
1,19,130,115,221
0,16,252,209,12
14,4,48,227,157
8,12,197,198,109
6,18,141,216,50
13,16,88,66,169
6,18,45,139,103
5,0,59,27,124
4,13,111,202,22
3,9,5,252,231
19,12,100,102,154
15,8,179,234,81
15,4,68,52,131
7,2,245,119,179
9,3,217,189,88
18,13,5,224,38
9,2,212,173,10
11,14,254,34,34
4,19,217,216,19
18,16,64,147,59
19,15,114,75,21
19,19,93,38,203
17,13,66,195,20
6,5,89,52,131
13,17,25,15,174
3,8,145,237,200
16,1,250,201,198
12,16,137,0,206
2,16,205,204,33
5,3,121,230,233
4,12,135,212,11
9,10,148,204,13
1,7,92,195,11
6,19,123,246,241
14,12,192,106,221
12,18,41,46,37
16,5,106,154,45
19,2,64,207,234
0,11,0,117,187
18,6,235,241,200
13,3,52,1,25
8,4,69,35,190
2,17,233,226,145
13,14,87,246,136
14,0,36,166,104
7,7,244,163,233
3,10,55,3,240
12,1,123,206,151
0,18,129,223,55
11,17,50,223,123
1,9,216,156,114
18,13,187,48,65
13,18,106,62,126
5,4,189,158,220
12,10,217,150,19
15,19,138,34,170
19,16,68,87,70
4,12,103,62,116
6,12,51,53,87
14,15,170,13,183
6,19,161,150,248
16,12,17,31,65
1,2,94,103,168
2,2,201,31,47
19,0,170,184,26
10,10,226,73,115
4,4,26,9,225
4,17,165,193,164
17,7,36,248,181
19,1,196,144,247
13,10,250,236,95
7,14,21,17,110
2,15,227,253,211
6,14,222,66,165
18,14,8,4,186
15,18,13,81,58
18,9,45,181,241
6,4,65,72,148
11,7,155,215,76
7,3,213,34,73
5,11,240,102,135
7,8,44,149,65
3,8,5,44,166
6,7,233,196,79
5,16,14,28,153
7,17,232,1,235
1,0,125,175,126
13,6,82,237,46
18,17,39,55,37
5,11,168,218,203
6,2,25,162,58
19,17,237,35,140
12,1,29,214,179
1,1,86,40,67
12,19,13,102,92
16,13,185,62,254
4,0,133,80,214
3,0,24,177,106
4,13,25,96,26
19,1,197,75,233
8,8,174,145,227
3,12,208,196,154
12,10,127,25,176
0,1,14,39,180
3,10,150,189,24
14,1,43,161,240
2,9,177,108,187
16,5,96,48,230
6,19,22,193,81
7,14,222,5,104
1,7,217,187,152
3,19,59,162,217
1,7,68,25,233
11,5,10,148,50
1,12,5,190,33
12,14,186,107,39
13,13,118,116,70
7,11,145,242,161
10,10,90,94,111
14,12,75,183,48
19,0,133,2,21
17,19,18,104,115
3,9,192,144,161
13,9,39,223,118
19,14,60,4,192
16,16,245,241,59
4,5,136,102,7
6,9,184,232,18
7,6,129,132,236
8,6,182,124,128
6,13,158,49,157
3,8,105,48,223
8,0,164,125,46
3,2,69,172,235
15,9,19,137,172
17,13,15,243,98
9,0,96,111,27
11,8,99,31,24
12,16,253,208,206
19,19,108,251,41
1,12,66,69,79
8,11,25,36,228
17,0,50,172,240
14,1,122,73,216
16,14,69,124,89
15,0,14,139,12
7,7,151,25,102
19,19,145,21,93
17,2,158,14,211
11,13,77,99,208
9,3,129,94,43
15,0,84,193,215
3,13,61,51,219
2,6,197,144,125
18,8,53,162,12
18,5,195,38,186
8,14,217,110,115
0,15,150,31,28
10,5,203,164,129
4,0,245,39,153
0,9,216,244,44
8,0,174,195,18
13,15,23,40,159
4,6,13,136,93
8,11,184,8,13
0,1,246,38,169
13,2,42,15,168
5,3,148,238,138
6,12,41,4,47
7,0,167,93,112
2,0,250,202,60
3,11,197,223,33
1,14,80,177,180
10,18,51,72,43
11,18,217,130,145
13,2,206,162,35
11,3,45,253,145
6,5,241,230,38
18,0,200,218,86
6,14,62,1,68
5,4,181,188,26
3,12,198,9,51
10,15,51,185,180
8,11,105,195,116
14,4,138,243,221
7,2,244,219,38
13,14,0,19,170
3,16,240,106,230
3,3,3,180,234
6,1,123,50,148
17,2,105,171,246
9,8,86,195,141
4,1,19,168,198
2,14,44,2,0
12,17,132,97,190
3,4,126,232,163
9,13,147,242,86
7,12,210,238,197
15,0,26,149,89
2,14,54,118,249
1,1,230,199,135
19,3,136,153,9
5,5,232,161,176
12,14,57,216,81
17,6,68,132,185
9,13,40,79,237
17,10,224,77,89
12,1,167,246,7
6,12,25,85,129
12,12,74,74,165
13,6,167,249,226
13,14,14,0,2
15,17,79,128,202
16,3,223,136,197
15,6,197,94,39
16,6,40,67,231
12,4,253,26,242
13,14,247,143,28
3,7,27,122,48
4,14,176,212,104
0,0,223,126,51
15,3,114,185,97
15,10,225,143,47
13,11,110,48,27
6,1,198,15,177
19,1,251,104,81
6,9,22,176,58
15,17,32,83,24
17,6,156,226,84
8,15,20,34,239
17,18,120,209,48
8,17,62,57,102
2,12,218,154,133
5,9,152,221,58
7,6,246,45,180
0,5,96,77,37
8,9,149,234,4
18,15,23,217,180
10,2,24,94,193
18,4,125,215,144
15,1,4,185,7
2,4,160,142,56
0,4,112,39,103
2,16,24,252,76
2,4,63,17,145
13,14,85,139,36
7,19,140,131,146
15,8,50,101,160
18,1,53,79,111
14,15,219,207,97
5,14,16,80,222
2,5,16,56,128
13,2,61,75,24
2,9,157,22,98
11,11,13,111,157
18,1,113,43,130
4,13,33,239,110
0,4,49,203,109
5,11,241,51,82
9,7,199,202,142
4,7,25,145,189
18,6,20,244,88
2,10,8,191,95
5,8,106,171,35
8,11,88,244,140
7,9,92,167,91
14,11,149,168,136
16,12,174,129,115
8,8,21,30,190
2,14,170,149,140
14,1,73,192,252
9,18,123,17,9
14,12,174,4,206
13,6,5,251,179
6,2,207,2,119
10,10,233,205,180
16,5,93,87,101
17,16,52,200,97
14,2,176,20,77
1,19,241,205,185
14,12,94,52,124
9,17,7,80,33
3,10,103,84,183
15,6,145,124,196
12,18,44,95,49
11,8,183,98,163
1,10,252,24,243
18,9,82,120,197
11,14,240,25,164
1,5,36,69,79
16,5,179,53,223
13,4,51,218,176
1,13,159,243,79
5,17,165,119,88
4,2,231,199,193
11,16,46,51,56
0,6,242,163,209
12,2,208,6,60
6,16,198,230,130
18,8,87,168,45
0,8,143,91,109
6,19,223,104,226
18,9,192,168,123
8,13,68,250,72
14,0,171,242,144
17,8,160,103,62
11,2,64,84,100
5,1,84,240,216
4,16,220,249,125
15,5,80,62,146
10,16,189,161,81
13,7,33,174,143
12,1,54,73,101
6,9,84,91,201
11,1,208,119,239
14,18,145,165,81
10,8,149,117,45
11,5,188,49,200
13,13,176,38,109
16,17,134,198,206
0,11,34,123,32
17,2,54,92,253
15,18,210,76,1
6,18,152,1,119
10,19,148,207,146
14,8,79,235,251
18,8,194,71,143
8,5,137,253,129
1,12,179,160,163
15,1,79,201,138
19,18,245,106,65
7,16,37,60,144
9,6,5,37,99
6,18,65,2,143
8,0,210,34,235
6,10,61,238,220
1,14,223,192,206
6,0,145,67,125
0,7,230,14,64
7,19,72,14,249
2,6,132,229,69
11,12,191,141,2
5,6,15,191,107
15,9,125,42,29
8,8,199,234,191
2,13,217,242,14
4,8,179,113,238
18,2,13,186,61
14,15,57,189,242
16,19,88,47,16
3,0,59,211,92
16,19,246,159,156
0,15,57,198,43
16,12,183,249,250
12,7,203,137,76
18,9,105,190,235
6,13,98,211,63
15,19,191,115,52
13,13,6,42,204
16,3,60,80,140
14,8,233,90,231
17,0,90,42,190
12,6,116,89,174
4,13,64,126,202
14,5,34,158,47
7,2,178,228,139
13,6,181,236,23
10,2,185,200,254
19,8,2,36,248
17,4,231,143,120
15,2,185,246,136
15,16,115,197,77
8,10,160,136,130
4,1,252,196,210
14,17,43,190,57
4,16,168,198,189
5,7,93,103,176
12,0,8,203,24
0,5,200,176,134
10,14,201,221,51
5,10,25,112,17
13,11,51,36,182
11,3,131,46,254
5,18,145,187,132
18,17,65,42,132
3,2,119,150,198
11,18,34,7,229
7,14,133,51,210
12,5,43,154,2
3,15,110,47,109
0,11,205,73,105
10,13,163,3,96
10,15,28,126,112
10,2,47,162,183
15,3,21,68,134
10,3,39,243,202
2,4,127,135,136
4,11,7,104,99
19,5,107,110,72
7,7,93,114,234
13,3,84,215,89
1,11,5,72,200
9,12,63,57,3
15,8,60,127,72
0,4,187,176,68
9,18,230,185,226
1,7,194,95,14
3,0,201,147,116
6,4,65,89,16
5,9,131,125,233
15,10,167,113,93
3,2,51,58,172
6,9,189,64,96
10,12,190,206,57
16,12,170,241,233
16,2,248,15,223
18,3,219,231,229
2,19,211,252,10
6,7,10,215,45
19,11,128,251,65
8,8,118,94,203
17,2,52,182,150
19,19,21,135,86
10,6,125,246,205
5,15,223,162,97
0,10,205,94,247
5,14,241,122,118
0,13,9,252,58
3,6,242,55,217
2,5,195,14,170
14,10,81,166,152
11,10,74,206,226
10,0,232,93,217
15,4,201,131,115
17,6,44,125,19
16,5,67,156,20
12,0,70,8,81
13,11,102,129,226
12,3,138,35,43
11,8,50,246,92
12,19,161,27,91
3,18,243,155,163
3,10,122,221,248
14,12,236,83,214
15,2,130,127,118
7,1,156,248,62
5,19,108,172,170
16,10,135,49,246
17,14,14,40,59
6,11,19,73,150
2,11,90,14,219
13,13,224,216,64
14,0,197,156,79
13,0,39,108,248
6,17,21,35,39
18,8,211,52,145
11,2,246,89,123
5,11,164,200,30
7,19,112,141,3
2,5,219,118,15
5,8,9,120,68
9,16,101,190,17
15,0,165,38,156
16,13,9,77,212
2,13,110,11,208
4,12,157,16,103
16,9,178,231,236
14,9,208,111,45
1,17,39,124,212
7,9,167,228,232
19,0,225,156,74
13,11,119,173,240
9,18,247,109,183
11,18,233,182,127
4,19,69,50,132
10,14,135,121,240
2,4,31,247,234
10,10,19,29,186
4,17,196,30,80
4,5,151,135,235
4,15,141,150,217
11,2,226,190,164
18,2,33,200,114
18,14,188,49,72
7,11,110,226,194
15,14,217,157,224
8,15,42,185,238
10,12,177,97,183
1,17,132,28,153
18,15,136,242,154
3,3,1,66,13
7,12,178,178,20
14,7,7,195,180
13,4,74,124,106
13,8,74,145,75
2,8,42,63,127
16,8,180,49,92
10,9,122,45,243
9,15,154,81,196
18,7,97,28,183
7,17,157,156,77
12,11,164,138,10
15,3,240,195,156
13,15,60,251,131
4,1,128,74,142
17,3,208,31,146
2,2,38,50,11
18,14,19,203,189
12,9,244,251,187
16,8,121,9,26
9,19,236,217,35
6,18,116,227,122
12,13,207,243,26
1,3,59,58,47
19,2,75,85,17
3,15,160,26,119
10,17,13,235,97
16,6,65,1,193
3,0,178,116,34
6,13,96,86,48
16,12,191,193,215
15,4,183,40,212
18,6,133,209,49
3,18,233,61,225
16,3,38,120,127
1,19,157,34,156
17,7,74,223,158
12,11,245,97,247
5,17,148,73,167
10,14,160,171,197
16,3,188,197,97
11,9,161,197,101
3,7,84,231,159
19,4,125,202,211
12,3,2,165,224
14,8,113,53,146
16,16,77,36,65
14,11,8,31,211
5,8,53,245,45
10,16,89,222,48
1,19,53,222,57
3,16,63,11,118
9,8,218,98,93
16,3,145,206,170
7,7,133,199,60
11,19,54,23,213
5,11,13,72,251
0,10,72,36,175
19,0,117,116,189
7,10,87,200,8
12,7,166,238,58
17,1,39,88,109
17,6,89,168,176
4,4,202,234,151
7,1,129,73,118
9,2,34,202,167
2,18,38,153,205
4,11,141,127,165
8,17,75,146,80
11,1,198,242,183
11,0,155,18,227
0,14,100,247,12
7,16,66,231,75
19,10,39,180,244
16,8,249,12,165
1,16,247,199,36
9,10,249,92,140
13,1,91,218,102
3,3,207,51,126
2,0,72,160,214
15,5,226,211,140
14,12,52,107,68
3,10,108,135,192
9,11,190,224,237
18,3,135,41,33
4,8,182,245,75
14,15,100,87,49
10,0,225,237,120
7,14,4,58,251
6,4,9,22,131
6,10,237,74,200
8,10,19,231,83
14,4,59,156,114
3,13,172,189,182
4,17,189,34,78
12,0,43,38,127
10,12,48,213,67
12,12,88,252,83
10,19,183,167,24
19,15,147,7,159
3,9,5,79,80
1,17,156,150,163
15,7,150,250,209
14,0,77,120,216
0,15,71,185,242
17,8,247,222,176
13,3,11,31,203
5,12,217,81,13
0,6,219,228,210
7,19,215,244,225
9,3,153,20,198
2,15,185,223,112
6,16,194,37,221
4,15,182,21,166
0,9,200,177,225
6,18,78,47,1
15,10,245,172,60
4,16,248,67,67
8,5,117,17,37
11,2,108,109,123
18,18,120,44,155
2,3,187,112,245
6,11,89,7,103
10,4,85,53,158
0,6,96,137,48
5,10,139,82,24
4,17,253,97,68
10,15,186,101,29
14,18,57,159,236
7,19,53,10,200
15,9,87,21,129
11,15,127,68,46
2,7,176,173,77
15,16,142,218,89
18,0,90,123,46
4,19,62,68,97
17,18,144,221,182
0,13,98,187,87
15,11,254,133,8
3,12,215,90,176
0,11,119,226,192
7,1,112,15,30
8,3,89,119,125
2,4,116,145,252
15,13,194,249,92
11,0,31,17,125
4,2,192,103,20
10,15,45,4,50
13,17,162,122,240
0,7,88,150,149
8,4,57,189,214
1,19,206,142,223
4,3,26,221,215
14,0,120,154,17
2,6,182,17,219
8,11,198,181,109
3,15,96,224,219
10,9,208,104,19
16,10,118,110,139
18,7,165,219,193
14,17,170,122,132
3,16,133,245,227
11,14,212,28,92
6,7,105,99,210
3,18,120,61,155
11,2,232,108,210
10,1,193,83,208
7,15,236,52,8
6,5,23,27,223
5,5,70,101,79
16,10,13,205,105
18,18,133,74,199
9,6,173,47,184
0,3,40,236,238
9,7,55,47,154
7,14,36,201,18
6,4,55,169,145
18,15,242,175,183
12,6,250,44,113
4,17,126,196,119
18,2,125,43,217
5,2,245,136,198
12,7,182,205,70
15,18,123,70,159
6,2,27,217,108
13,15,102,253,45
16,8,203,65,223
3,4,97,126,141
5,8,122,22,167
8,16,246,249,129
19,16,22,203,119
2,3,106,87,133
1,8,69,139,5
2,4,217,252,193
14,14,226,126,58
13,4,215,234,117
4,10,235,235,10
2,11,117,154,109
2,2,25,244,81
2,10,205,121,195
9,0,21,222,108
4,13,109,167,4
2,19,206,70,77
0,19,33,145,77
18,19,217,106,21
2,11,220,0,83
3,5,129,216,53
8,9,20,220,27
17,17,100,197,250
4,10,48,109,175
4,12,84,221,156
3,7,20,240,234
13,7,43,183,169
4,5,11,245,190
14,12,87,190,194
4,2,128,127,204
0,19,135,223,145
13,10,113,113,103
1,17,43,152,157
2,1,60,187,114
2,11,251,46,253
17,18,174,81,88
12,14,210,226,157
17,18,201,248,71
17,5,82,110,83
17,5,190,65,66
7,6,111,247,225
1,7,187,207,17
3,16,231,54,81
16,15,64,97,209
4,1,245,119,222
14,6,166,98,209
18,8,44,240,157
0,15,148,152,139
1,1,228,75,187
11,8,73,143,31
12,18,192,251,139
16,15,168,53,146
3,12,131,237,230
13,17,229,172,137
10,14,103,81,209
17,19,154,176,207
3,11,180,92,134
13,4,237,109,158
13,5,111,144,161
2,2,183,191,252
7,9,77,86,240
10,7,85,147,195
17,0,226,30,49
2,1,215,12,252
19,3,75,182,72
16,17,196,106,136
9,18,27,207,22
3,2,145,134,210
19,12,13,103,167
17,9,213,127,109
9,15,215,68,4
18,8,166,34,193
14,9,21,160,60
19,10,246,56,47
9,17,205,166,179
16,10,195,10,155
18,1,227,171,116
11,7,191,156,159
5,14,89,250,75
19,1,240,224,234
15,11,222,119,134
9,17,81,223,4
5,0,182,46,205
11,1,68,198,81
9,3,224,85,125
17,16,169,159,153
15,2,169,20,141
9,10,149,192,248
9,19,15,160,59
2,2,64,145,207
1,15,65,191,166
5,0,86,143,183
4,5,65,99,56
18,2,178,27,87
12,12,66,54,169
15,0,224,152,26
0,8,196,71,60
0,7,198,250,233
14,11,209,170,212
3,17,80,84,57
12,7,137,150,94
16,15,87,104,37
7,12,107,97,49
9,1,0,102,185
3,5,129,154,157
9,9,220,20,209
6,11,254,118,89
9,16,161,106,245
14,7,216,147,238
1,10,17,246,107
19,13,38,30,244
10,6,8,200,60
17,14,189,27,4
7,13,207,121,252
8,16,230,234,18
7,8,235,106,145
6,16,234,245,65
5,16,58,239,189
7,18,63,25,83
13,4,99,203,129
6,11,158,246,9
9,10,61,215,54
7,11,65,106,55
6,18,161,191,66
7,3,180,170,84
0,9,49,171,43
4,7,50,216,123
18,19,87,243,45
2,3,31,186,133
0,6,90,67,217
7,12,63,179,179
1,7,204,239,64
7,11,213,211,167
19,5,119,188,24
19,8,184,172,219
8,14,51,107,14
12,13,20,8,31
3,15,140,180,156
6,13,226,83,193
1,9,73,31,153
5,0,81,28,69
11,17,4,53,139
8,13,223,65,214
16,14,14,134,195
10,8,238,223,28
9,14,148,138,225
11,2,45,68,9
16,3,38,95,251
1,3,102,168,187
8,19,238,248,64
9,7,8,17,175
13,10,225,172,94
3,10,178,177,152
13,13,230,90,112
2,4,205,235,69
19,11,242,214,199
7,1,63,24,207
0,4,129,225,207
10,7,80,115,110
7,3,106,126,121
7,18,16,57,18
5,18,36,247,140
15,10,55,104,251
10,11,33,160,230
16,10,126,24,1
3,15,137,136,246
5,13,173,160,86
14,16,236,240,117
15,18,215,169,172
18,1,250,157,95
18,12,50,153,77
0,5,117,161,247
8,11,106,94,218
9,1,44,245,11
4,2,221,93,45
1,2,204,110,216
11,0,158,44,242
19,17,95,210,250
1,9,205,41,96
19,18,150,232,7
19,14,237,82,22
1,17,169,89,160
10,13,210,70,230
2,5,20,205,189
6,19,234,71,143
14,14,150,46,237
15,14,16,68,180
8,19,73,199,168
4,12,92,248,144
17,5,26,97,202
8,13,181,65,68
19,11,101,17,26
0,15,158,108,252
2,11,35,58,74
2,5,250,127,151
7,5,20,217,192
7,12,31,31,66
3,12,221,51,244
9,6,209,98,9
18,18,110,158,154
8,19,12,193,122
4,19,115,30,54
10,12,192,111,215
16,17,17,71,213
0,8,195,153,170
3,12,111,203,14
8,18,4,254,210
10,9,181,64,79
1,7,231,223,214
15,16,96,167,67
8,19,84,69,61
19,11,14,66,236
17,7,139,195,67
11,2,56,127,130
16,14,135,153,24
8,12,165,193,16
9,4,103,228,178
18,7,101,31,169
18,17,208,58,86
7,0,15,59,31
12,2,31,110,135
7,17,2,104,102
9,6,215,59,72
13,10,34,186,201
4,16,15,124,66
6,17,50,99,43
10,9,224,250,50
12,8,16,58,109
13,7,252,174,224
7,13,70,149,237
19,0,138,46,55
0,11,55,196,242
19,19,218,27,130
0,6,151,241,80
2,7,76,225,26
17,10,115,41,151
9,0,163,242,109
2,12,85,53,108
9,16,64,105,101
8,2,180,67,188
2,9,15,161,79
17,3,69,104,125
10,17,205,237,229
14,14,105,163,221
18,10,25,159,135
7,11,47,246,81
12,9,21,72,235
8,18,167,221,63
19,18,62,51,145
6,6,84,7,205
16,12,34,162,96
8,10,51,252,210
7,2,167,82,217
5,15,42,218,103
10,4,95,140,163
2,16,148,240,94
3,10,206,116,32
0,18,5,209,200
17,13,185,223,207
6,0,9,80,197
12,6,11,142,208
13,3,198,184,93
13,8,120,112,166
15,11,211,241,140
4,3,61,133,18
10,0,98,112,204
2,0,237,22,85
11,3,252,161,102
7,10,195,12,151
13,3,100,113,153
16,16,72,110,116
5,10,154,60,190
13,1,173,52,106
1,12,87,175,105
16,0,159,109,82
