xRGB,yRGB,R,G,B
3,1,143,111,69
11,8,169,246,62
1,4,247,48,230
16,2,89,98,217
19,6,246,178,199
9,2,22,98,174
10,8,17,130,122
1,10,152,250,233
2,10,189,166,21
3,17,118,206,153
7,14,30,105,232
14,12,150,39,141
10,15,193,80,91
14,17,110,139,140
7,2,190,128,240
8,1,192,147,37
15,3,129,74,212
10,17,168,127,62
12,3,53,148,73
18,13,174,148,190
11,4,196,210,88
19,6,231,107,119
10,13,187,175,153
3,12,247,155,250
19,8,17,152,171
14,10,212,109,139
8,10,146,112,174
18,6,101,37,154
8,12,15,207,135
8,12,76,119,164
5,18,56,174,9
15,7,134,242,171
9,1,63,145,179
5,5,98,165,38
11,16,214,61,203
18,8,253,41,200
16,7,248,29,210
13,10,221,234,207
18,8,145,219,124
11,9,190,219,69
19,4,3,133,174
10,6,17,157,46
4,1,215,188,47
0,17,8,155,213
4,8,202,27,60
3,6,232,70,90
8,8,232,212,81
0,17,224,97,238
16,11,151,112,204
10,13,107,93,92
6,0,124,153,238
10,17,79,4,88
13,11,248,80,117
18,15,60,184,116
5,13,178,74,241
10,18,122,84,169
4,17,249,115,103
6,6,50,53,191
17,17,47,26,93
19,13,69,59,171
0,9,70,178,135
19,11,166,231,165
8,19,141,125,200
18,19,66,201,169
0,14,141,119,131
12,8,235,20,186
5,16,2,110,21
17,8,109,226,64
7,15,3,25,234
16,13,75,171,247
17,18,226,74,47
17,4,59,69,101
11,7,212,49,162
16,0,124,64,183
14,9,128,71,192
10,0,193,138,1
10,3,204,182,123
12,19,24,92,229
19,1,129,233,95
10,4,29,225,253
18,7,142,196,62
1,10,155,116,50
3,5,157,3,76
3,2,197,196,48
11,3,65,100,227
6,6,57,8,169
2,19,186,3,101
5,15,245,147,150
16,11,86,146,11
12,18,221,115,157
10,7,60,80,50
7,6,3,134,76
19,5,76,0,192
2,10,123,221,209
13,8,54,45,55
14,13,133,85,176
14,6,16,201,166
16,17,223,41,201
12,7,117,57,39
0,7,178,252,141
16,8,49,179,9
6,17,28,142,33
0,7,91,215,140
3,0,252,234,211
11,16,148,38,130
4,14,92,74,198
10,12,45,18,237
17,2,78,126,123
18,17,123,166,49
12,19,152,37,91
9,15,230,183,92
5,13,176,30,128
3,1,150,108,77
4,8,76,123,152
6,16,83,182,149
10,4,187,206,201
13,6,185,13,115
6,0,68,155,246
16,6,39,153,215
17,10,130,65,79
9,14,176,104,179
11,15,216,26,167
5,5,26,38,249
15,15,146,89,111
15,13,58,181,253
12,19,23,253,109
10,17,33,249,0
0,17,235,59,192
7,14,198,123,225
19,10,163,91,248
4,18,69,37,37
7,7,8,193,102
0,19,7,31,88
15,8,231,68,12
1,11,215,171,4
19,1,106,199,53
0,18,241,196,183
14,2,251,24,180
13,10,15,56,96
3,14,227,83,201
8,16,104,53,44
12,7,118,82,248
3,18,120,201,122
19,10,143,68,205
4,18,214,108,156
4,9,231,110,126
1,6,164,50,44
19,10,62,61,169
1,14,13,158,161
10,7,26,73,72
0,7,209,4,54
6,4,254,133,221
18,15,233,96,110
3,4,201,241,215
1,15,231,85,231
6,15,104,172,63
15,9,50,116,155
17,6,161,31,138
5,14,102,100,145
18,16,88,68,155
5,3,210,204,253
11,0,193,45,203
14,6,132,109,77
17,16,240,71,235
5,14,141,226,130
11,4,246,203,197
2,8,188,138,191
13,17,115,208,72
9,4,154,182,143
8,12,179,134,233
7,1,168,18,109
19,15,217,102,92
11,2,16,69,165
9,14,91,230,44
11,19,1,35,118
14,17,139,199,55
13,17,203,124,33
13,11,44,65,33
10,6,85,194,14
13,15,181,244,106
10,10,166,224,198
1,0,123,151,208
5,13,156,80,247
14,6,179,128,146
18,10,42,124,224
10,18,239,122,241
12,0,155,181,192
12,6,242,230,8
3,4,209,85,253
14,15,4,47,76
0,6,183,146,185
12,16,11,165,153
13,18,167,148,59
4,10,98,229,102
0,8,54,156,119
15,12,101,108,232
0,2,119,154,39
19,10,193,204,94
13,9,45,187,103
8,19,181,51,197
18,13,155,120,178
11,3,29,149,231
17,13,79,83,109
19,2,31,98,203
19,8,108,219,90
4,12,0,228,0
5,13,68,142,92
14,5,3,100,25
15,2,14,73,134
6,16,168,6,64
9,16,202,108,36
15,0,29,78,97
16,6,179,234,30
13,16,167,94,202
14,18,137,138,51
11,16,191,90,45
17,1,234,164,148
7,7,121,236,138
15,10,151,165,172
0,3,241,201,162
18,14,90,205,156
2,12,132,8,15
5,1,176,180,34
13,12,42,103,197
11,16,88,111,96
10,9,119,148,241
19,0,240,211,245
11,11,81,142,240
7,6,137,187,248
13,0,176,47,231
13,7,85,111,187
18,15,150,93,60
13,14,60,209,226
13,8,247,225,160
10,14,173,119,248
19,13,208,221,234
3,18,237,203,54
12,7,134,112,180
9,19,172,240,216
3,11,70,254,25
3,4,33,127,27
9,17,174,45,103
12,15,8,7,64
19,2,248,235,38
17,7,250,218,91
7,4,229,116,39
17,6,62,246,124
11,1,97,60,229
2,12,192,135,114
5,8,176,0,60
4,10,181,150,203
2,18,177,157,10
19,12,146,199,158
10,14,247,62,119
4,7,191,237,12
0,15,220,206,178
8,8,14,177,21
17,16,113,167,0
11,19,42,96,87
15,15,61,209,17
14,18,81,134,64
13,9,150,203,236
2,8,159,49,121
16,13,196,62,183
7,19,42,186,192
15,4,43,32,49
8,16,137,16,82
7,10,215,179,134
15,5,181,119,22
6,8,199,72,235
12,3,208,15,251
14,5,53,205,25
16,19,139,200,48
0,0,20,146,56
1,18,112,15,241
5,13,61,149,188
0,14,173,213,199
9,13,34,10,135
19,9,244,164,99
16,14,92,40,100
13,13,204,141,30
2,18,9,68,36
18,12,208,116,213
6,1,18,28,176
1,12,61,115,193
7,0,95,39,118
11,4,175,33,94
15,10,190,178,215
5,15,81,58,201
15,4,1,11,154
4,11,86,233,91
10,11,231,154,205
15,3,38,84,207
14,7,145,99,21
8,9,163,198,12
17,7,67,33,110
15,8,101,14,162
5,1,129,110,99
5,6,71,29,137
14,9,183,253,122
14,16,148,240,1
1,8,244,198,135
2,5,141,99,133
2,3,144,176,201
14,16,108,104,196
11,11,246,93,21
11,8,210,125,150
6,2,36,135,43
4,6,113,139,159
1,0,130,167,141
14,6,83,241,93
13,1,156,48,42
7,15,125,136,247
15,1,213,130,120
10,8,115,236,212
12,18,116,186,26
2,7,168,138,132
18,7,36,218,157
11,13,105,233,254
8,17,149,11,71
11,7,59,246,108
10,9,106,9,179
2,1,28,123,210
16,1,24,106,142
16,19,148,122,81
13,14,233,87,203
15,16,156,249,45
16,2,41,192,97
12,18,101,113,148
11,16,17,136,0
12,3,223,237,156
11,18,214,252,111
12,3,190,120,51
1,13,178,44,107
10,16,33,160,196
15,3,36,133,151
6,13,61,197,245
6,9,73,102,61
8,9,183,84,222
19,16,95,165,22
0,14,228,91,91
2,12,226,113,60
2,15,206,175,248
6,4,161,152,27
0,3,208,178,16
3,13,132,82,228
0,18,11,194,54
11,12,35,8,239
2,7,49,188,212
6,1,154,17,14
14,19,20,238,70
6,3,220,184,89
1,6,189,86,64
3,4,83,115,43
4,18,104,50,8
15,16,75,155,201
18,0,209,53,199
7,2,218,213,128
4,6,164,100,212
0,1,247,67,153
11,8,161,245,245
15,3,32,158,137
7,10,8,227,243
16,1,61,126,139
16,16,174,18,145
12,13,227,249,76
5,9,137,168,238
5,7,81,198,76
8,18,34,252,108
12,16,71,136,3
14,1,36,2,172
13,12,191,181,170
7,5,14,163,116
3,18,88,240,209
3,3,92,36,67
11,0,138,159,26
10,16,153,140,153
0,12,129,214,48
9,17,0,151,192
6,11,193,29,20
18,16,3,201,57
3,1,167,55,34
3,15,2,89,2
11,17,33,93,178
8,14,42,144,1
4,16,147,150,0
0,3,175,142,148
14,15,41,98,109
16,4,242,19,222
4,16,124,160,1
12,19,158,107,93
18,18,173,246,89
12,4,1,19,96
9,6,70,150,72
18,8,249,226,139
1,6,123,4,26
2,19,167,250,137
5,4,91,82,81
7,12,18,99,226
9,7,254,185,166
8,7,112,228,42
5,0,106,67,114
12,14,61,225,238
13,2,115,233,210
1,3,18,216,138
5,6,38,52,78
6,11,243,22,25
1,4,85,241,169
13,16,39,198,32
17,8,96,137,165
7,14,30,188,101
12,1,171,108,176
8,13,250,62,116
4,17,203,42,201
16,6,14,199,130
0,3,114,202,52
13,18,15,165,135
7,8,86,171,95
3,16,145,186,14
0,2,70,111,92
2,7,28,161,241
3,18,248,239,91
13,9,153,112,81
11,3,56,33,161
18,12,189,181,73
14,3,230,82,106
12,8,22,125,147
13,11,117,242,57
9,13,79,124,43
7,3,237,53,64
14,15,235,16,202
11,1,186,70,140
7,4,39,230,69
16,13,188,188,44
11,13,223,1,15
19,1,72,23,79
2,2,172,159,247
0,14,157,209,41
7,5,77,160,51
18,16,61,113,199
7,18,142,88,77
17,3,196,41,238
18,7,122,200,192
19,1,217,201,99
18,18,132,105,124
12,6,159,32,54
12,11,170,246,10
1,3,11,177,14
14,1,75,61,120
15,1,87,235,60
3,16,223,66,12
1,5,75,45,246
3,1,21,250,229
0,8,228,14,146
16,2,159,85,118
3,12,23,115,186
10,11,41,61,68
4,19,29,204,188
5,3,89,51,110
4,14,76,160,167
8,5,104,12,60
10,19,11,168,119
17,2,180,163,227
3,16,112,92,133
10,18,83,32,141
16,3,126,68,215
16,4,219,7,85
3,11,4,99,115
11,19,4,7,204
19,0,153,56,158
14,1,214,183,130
1,11,32,76,222
16,3,56,153,215
3,2,78,4,207
1,5,98,208,246
19,11,133,181,66
15,4,0,156,200
5,1,246,50,228
7,8,240,152,231
13,19,189,222,95
9,18,141,250,101
12,10,206,100,111
6,4,220,231,88
1,15,24,29,135
1,13,63,53,223
1,4,202,168,152
3,8,98,4,203
6,4,32,32,206
14,9,23,137,240
1,3,109,249,53
9,18,165,249,170
4,13,150,117,177
10,17,190,64,178
6,2,177,190,141
9,4,3,80,37
9,12,37,116,184
9,5,180,175,49
10,18,1,137,50
10,17,56,95,230
12,11,131,3,68
6,14,184,1,68
16,13,83,23,140
11,0,49,71,141
15,10,132,250,169
10,6,159,29,130
4,14,55,78,14
1,18,184,156,158
10,14,166,43,47
13,5,133,84,140
13,14,88,232,181
4,5,186,29,38
13,18,29,52,248
4,4,209,223,119
15,15,145,0,41
8,13,32,110,104
9,15,241,184,53
3,5,198,112,169
0,13,221,74,61
12,11,217,76,149
11,5,1,127,61
4,5,102,52,74
19,0,122,51,60
18,16,46,128,148
0,12,212,177,184
4,16,32,157,30
17,11,252,254,89
3,9,22,192,144
11,16,148,152,113
9,7,24,58,36
19,9,83,18,94
6,7,139,62,44
17,1,166,78,190
18,6,250,152,133
18,18,31,126,35
11,3,109,179,203
7,4,1,101,191
0,8,122,29,53
17,19,230,219,47
12,2,228,9,45
4,7,71,222,206
7,1,145,114,226
0,6,36,251,166
1,19,229,63,79
7,0,127,6,71
10,1,88,26,11
7,0,24,27,85
2,11,15,130,227
11,7,1,109,106
3,3,12,224,8
7,8,70,239,4
4,9,148,79,221
5,3,203,175,69
0,5,201,217,70
19,19,178,210,86
10,3,2,240,195
10,9,55,66,187
16,5,251,167,240
19,10,16,253,232
13,6,193,202,7
1,18,18,219,124
4,10,252,62,1
18,5,49,220,12
0,17,110,241,164
17,5,191,191,99
2,3,18,146,10
4,13,96,90,126
18,18,153,247,186
15,6,5,253,168
15,0,125,187,126
12,15,177,2,7
6,19,14,19,66
5,10,205,74,20
19,17,244,60,199
16,1,165,226,202
4,0,161,209,155
9,1,16,171,177
8,10,53,118,81
5,5,32,108,168
15,12,48,61,250
6,17,65,180,124
15,6,109,48,42
12,11,84,172,41
12,3,153,229,28
17,8,235,111,227
11,15,140,177,163
2,17,199,70,199
15,14,88,193,22
7,3,101,101,160
0,9,104,141,208
13,3,220,5,232
3,11,95,135,231
13,12,98,1,223
14,4,15,197,183
1,3,122,34,205
12,13,66,54,172
4,11,156,252,48
7,12,186,3,232
18,18,41,83,224
8,16,185,153,153
4,17,131,16,69
3,3,129,154,161
17,3,199,67,126
5,3,224,5,7
18,12,234,230,108
14,8,92,155,101
8,16,19,8,121
16,3,123,107,103
2,8,120,75,71
2,6,226,151,40
1,19,172,51,117
19,13,118,160,94
5,3,110,36,119
14,7,96,136,102
16,7,11,157,181
3,4,99,71,142
3,13,133,238,203
2,17,18,76,3
7,10,199,11,217
11,3,79,0,58
13,17,97,144,95
10,6,25,129,27
14,13,188,37,243
10,4,5,158,227
6,7,159,91,169
0,10,195,49,99
0,15,143,184,26
4,13,167,4,92
0,17,64,50,47
2,7,158,99,150
3,6,58,65,88
19,10,131,233,40
10,4,133,170,178
9,16,62,219,250
17,16,231,218,147
6,13,56,101,34
15,10,249,92,195
17,2,192,217,12
9,18,200,132,118
13,10,50,193,208
19,5,145,80,76
3,7,115,138,45
1,6,253,196,63
5,19,144,206,83
9,18,236,233,228
0,11,46,91,184
10,12,211,45,155
2,11,93,15,87
6,3,10,29,100
18,18,159,117,164
10,15,60,59,153
10,17,252,17,95
14,8,63,203,99
18,19,215,59,158
2,16,170,249,209
12,5,5,214,216
8,0,49,199,225
19,1,244,100,231
2,14,43,244,48
5,16,218,111,95
6,16,184,168,182
7,5,72,232,47
1,6,191,11,244
14,11,29,228,186
19,0,59,102,154
2,2,18,68,140
12,13,3,31,248
13,16,112,61,162
7,19,121,116,161
6,13,203,87,9
4,6,84,177,244
6,13,125,135,230
11,7,72,89,130
0,5,73,22,64
15,19,190,250,117
4,4,84,181,104
14,11,213,132,114
9,19,78,216,36
3,6,244,165,226
3,15,73,131,185
17,16,120,182,6
12,9,239,59,181
0,3,105,174,179
6,1,101,79,168
8,14,46,65,240
15,8,8,174,69
13,11,188,13,193
9,2,112,36,93
18,10,63,148,80
15,13,1,145,65
2,8,208,119,197
4,1,230,190,148
15,0,174,100,238
7,15,203,222,94
3,12,24,147,32
16,14,220,140,101
6,2,16,105,50
10,18,103,194,173
17,9,75,25,249
3,5,19,156,9
15,4,177,76,48
6,12,188,239,234
19,2,33,98,72
13,3,233,218,105
5,11,74,155,245
6,10,186,109,223
11,11,224,217,176
4,14,97,197,66
19,2,124,55,224
16,2,104,136,79
8,13,203,210,82
17,11,181,62,237
5,10,124,157,8
1,18,100,86,5
0,19,75,207,88
3,18,3,150,114
8,17,101,79,213
16,18,70,74,114
0,15,145,67,180
1,19,170,159,43
13,18,75,57,101
19,3,195,46,182
11,7,152,15,161
4,15,252,49,181
5,3,121,169,212
15,9,253,95,104
2,15,18,143,6
6,15,20,133,174
1,9,115,156,47
7,18,81,228,85
3,11,66,134,104
14,8,30,224,71
13,13,149,101,64
17,17,178,206,4
10,12,232,96,52
9,7,153,179,116
5,18,230,125,134
17,13,40,30,99
5,1,59,29,119
4,6,231,17,243
8,9,35,27,117
9,0,221,70,194
7,16,161,225,167
17,0,88,109,223
11,3,245,207,104
16,13,168,215,222
14,17,108,22,251
8,19,223,49,229
11,4,1,92,145
18,19,231,154,201
5,3,227,90,14
19,2,173,153,224
9,0,100,164,145
12,3,28,33,11
17,10,185,197,143
17,16,253,30,194
13,19,251,59,162
4,10,19,114,92
12,3,48,19,22
3,17,81,66,177
18,15,23,150,251
7,1,130,204,176
15,2,1,166,12
3,17,104,80,173
6,19,112,204,176
6,16,213,201,54
16,16,237,175,243
7,2,30,154,141
12,8,224,58,20
10,7,240,234,238
13,16,207,151,39
1,0,71,227,66
19,8,201,39,162
6,9,217,182,197
2,3,137,202,227
10,16,38,43,154
19,13,0,115,138
0,3,65,104,150
10,11,196,121,115
11,18,52,146,76
11,5,155,242,130
2,17,87,204,185
8,15,254,110,44
4,3,220,120,164
14,18,69,97,184
13,1,246,105,226
3,8,47,164,114
18,7,238,103,253
9,7,130,17,95
0,15,237,154,26
14,6,146,111,109
0,1,229,253,81
0,13,193,29,235
16,18,42,45,51
10,6,47,129,92
1,19,147,168,217
3,1,55,135,187
4,8,126,115,139
0,10,151,152,44
2,14,124,179,216
10,11,110,244,78
17,11,173,85,147
17,14,6,200,219
17,2,130,176,196
4,13,203,126,201
17,6,83,89,88
14,16,113,64,245
17,13,251,253,10
1,13,231,223,168
18,12,150,216,170
7,15,231,91,34
8,7,64,172,130
15,19,31,50,14
11,19,251,145,242
0,0,14,227,203
10,7,54,194,219
9,2,232,89,202
8,6,67,152,244
5,8,252,240,103
1,7,10,204,41
12,11,235,53,164
15,16,109,223,47
16,9,27,223,88
0,1,167,156,13
5,11,181,235,8
1,17,101,237,135
3,7,108,247,213
11,11,110,217,175
6,6,58,1,40
17,3,61,19,101
3,10,192,20,243
0,7,10,227,221
9,19,75,60,93
1,0,162,159,83
16,0,167,125,46
18,4,220,170,212
17,14,136,1,88
6,15,0,128,164
13,0,35,44,21
14,10,225,58,124
13,17,10,32,210
1,11,162,210,140
8,16,250,140,28
11,14,34,226,203
12,11,143,101,232
0,7,22,5,223
4,15,139,35,70
7,4,215,40,226
5,14,149,15,156
17,17,166,127,9
9,7,82,193,135
18,16,193,48,68
9,10,46,0,199
4,19,9,232,194
19,18,127,143,200
1,19,117,167,68
9,6,145,158,159
7,17,235,138,44
4,15,79,253,149
3,14,123,52,36
16,19,79,40,93
18,7,97,208,44
2,15,210,180,231
9,0,27,88,39
18,12,165,204,216
17,6,197,197,198
8,17,39,203,2
0,10,56,161,47
19,13,112,220,37
5,2,3,56,156
17,10,12,232,179
16,13,215,8,241
10,19,141,199,138
6,18,12,198,97
7,6,33,49,192
4,13,80,21,43
3,3,1,55,117
18,5,131,120,102
2,13,165,209,194
3,2,185,14,144
3,11,156,184,131
17,18,121,137,232
12,6,205,7,73
1,4,48,23,102
6,9,113,136,191
17,1,182,87,237
3,6,197,173,71
15,5,76,10,75
5,13,79,87,153
12,7,113,158,223
0,12,87,166,2
15,19,74,102,110
11,15,234,111,127
4,5,160,17,17
5,6,19,23,212
17,17,197,131,121
1,8,101,33,215
10,8,109,222,62
1,4,243,103,170
11,7,61,163,189
9,9,204,115,253
1,6,52,172,57
9,9,51,114,172
10,6,14,254,192
9,10,248,67,42
8,3,254,44,116
14,4,28,70,171
14,13,10,88,104
18,5,248,216,107
14,3,250,98,224
19,4,234,231,3
10,8,16,117,77
4,15,79,21,55
6,9,217,86,4
15,2,147,124,128
16,11,50,203,24
5,15,244,68,77
17,19,32,195,85
15,10,252,91,61
13,5,103,109,182
15,3,239,131,152
12,17,157,39,26
19,16,247,146,200
5,11,115,94,27
7,16,153,101,27
1,6,29,107,176
16,13,44,204,186
17,6,52,114,225
6,6,52,176,96
14,11,25,76,117
15,0,135,87,35
7,5,234,137,17
0,9,102,237,226
12,4,1,95,31
2,1,15,169,191
14,12,133,123,205
14,18,160,62,82
7,1,229,126,203
11,9,134,136,163
1,17,243,106,187
5,8,136,252,171
5,11,133,107,224
9,19,225,229,141
11,1,191,200,109
9,10,111,37,33
7,18,82,210,179
9,15,117,245,70
11,17,56,169,76
14,18,162,47,74
15,15,146,61,185
10,19,91,206,145
6,16,181,142,227
1,1,71,154,247
18,18,48,107,74
8,5,30,147,80
16,2,251,179,112
2,1,109,69,8
7,8,172,77,136
10,17,40,145,216
19,3,224,6,15
1,5,93,97,62
10,12,53,243,206
14,0,207,150,185
11,4,128,7,228
3,1,252,145,14
1,13,25,201,227
4,7,220,187,88
0,0,18,103,214
7,4,26,62,48
4,10,184,48,131
1,3,176,236,190
18,12,44,214,208
6,8,226,126,157
18,13,134,221,34
5,1,58,72,128
8,16,132,179,210
19,7,80,83,221
9,19,90,47,51
14,10,41,249,86
14,12,60,9,43
8,14,128,123,165
0,8,21,50,117
8,10,11,131,96
19,14,4,8,94
15,19,199,187,184
9,13,176,110,135
18,15,241,1,224
11,16,61,194,180
0,6,226,199,153
1,0,240,1,16
11,13,41,74,149
3,13,24,101,12
2,13,254,139,167
1,7,228,18,241
3,11,135,213,119
0,19,132,232,191
6,8,182,196,151
3,11,87,125,211
1,0,60,83,170
15,6,11,169,198
8,9,37,157,140
1,4,60,119,198
11,17,88,86,157
2,17,212,172,127
7,14,148,213,72
5,11,17,58,231
13,10,104,93,232
8,11,12,150,43
3,18,56,153,98
2,5,56,161,197
16,13,115,200,49
11,19,15,79,137
0,6,9,165,100
5,17,10,49,48
10,12,37,24,196
16,2,240,104,11
16,17,97,123,250
18,8,235,30,215
18,12,81,4,48
11,1,136,140,245
1,5,123,178,207
3,4,81,176,12
0,18,171,175,81
1,7,246,9,33
15,10,70,80,6
0,8,252,233,2
14,2,44,190,187
7,16,221,86,155
5,7,67,192,118
3,18,205,44,75
2,8,19,89,48
1,7,19,169,170
16,5,155,62,48
6,14,181,214,218
5,0,66,27,20
12,5,60,181,103
9,17,239,242,30
4,16,238,116,221
9,8,31,60,157
12,16,168,153,119
12,7,179,112,163
8,5,80,147,1
7,18,179,175,87
8,15,22,17,160
11,9,212,86,1
1,12,201,208,154
19,12,166,43,254
16,8,106,213,151
1,6,64,118,163
3,0,164,62,229
15,3,20,176,66
10,1,10,184,83
15,5,146,127,5
2,1,20,220,27
17,4,180,221,158
12,0,121,69,99
2,2,230,176,148
6,13,49,4,241
16,5,207,16,65
13,9,164,176,91
10,13,86,55,202
16,9,250,181,247
12,0,90,30,163
9,1,132,23,5
14,11,230,141,113
11,1,20,98,19
2,7,228,214,203
19,15,79,170,9
11,18,123,59,154
15,16,52,158,5
3,6,230,200,89
18,9,36,37,4
6,3,220,19,220
13,8,145,128,123
10,1,30,171,207
10,15,247,214,153
0,15,186,205,185
7,7,49,96,143
14,16,28,71,43
17,19,184,193,143
18,17,140,12,109
11,13,225,185,225
17,17,166,58,232
4,6,199,196,53
4,1,187,198,53
4,0,191,6,108
8,12,185,7,201
18,2,213,226,62
14,17,177,2,51
9,4,165,73,70
7,2,184,238,153
5,0,228,24,225
12,19,99,93,229
11,4,69,218,95
18,12,145,93,130
14,1,167,158,92
15,14,187,153,42
16,5,31,178,69
9,2,248,234,63
8,2,25,92,105
10,2,18,65,223
9,12,151,80,107
9,11,6,100,203
14,13,218,48,1
11,5,128,143,142
2,13,176,75,15
8,0,26,76,124
2,19,226,91,143
0,4,31,151,208
13,9,116,182,174
18,18,17,45,142
2,4,201,33,231
1,19,241,104,194
7,10,78,224,243
17,4,24,242,47
14,17,62,203,159
11,15,209,226,113
9,3,24,44,197
18,16,147,60,204
10,13,205,120,175
0,2,97,174,215
19,19,113,137,173
9,1,223,189,209
7,4,98,79,25
12,12,64,66,204
0,4,185,114,248
7,4,111,102,84
1,1,96,32,246
5,15,173,123,40
18,6,27,233,112
2,16,249,36,45
7,7,202,101,226
17,15,250,35,31
10,15,231,104,152
4,18,157,29,8
18,11,81,161,243
0,2,169,156,67
14,10,47,247,143
17,4,51,99,81
11,5,77,249,49
5,6,131,219,149
13,1,168,231,87
18,9,51,66,234
11,8,241,73,193
0,2,137,92,21
8,10,87,33,44
19,14,55,232,137
9,4,42,151,195
15,10,194,157,167
15,1,171,19,124
2,18,101,96,58
12,19,138,40,156
8,0,216,14,145
16,5,42,60,129
16,6,42,164,233
7,19,241,221,43
0,5,34,170,228
14,0,115,223,208
16,18,134,193,134
8,17,176,254,225
11,18,43,6,176
6,3,15,57,161
19,15,168,71,98
11,11,178,241,160
3,0,136,242,59
7,16,121,51,93
19,14,77,225,110
7,18,12,212,253
5,2,229,185,190
16,17,248,111,197
16,18,13,94,179
4,17,165,125,13
10,5,38,154,147
19,6,178,98,157
6,19,171,105,1
4,3,28,152,103
3,10,163,14,64
7,15,198,221,181
0,19,121,119,218
16,14,236,55,84
15,0,50,167,59
5,6,233,184,141
9,10,143,152,30
9,9,9,20,175
6,0,151,9,209
17,5,18,212,152
2,18,239,139,12
11,8,252,246,139
4,3,236,129,136
5,16,232,71,196
2,11,138,11,136
1,10,199,223,53
3,2,218,104,83
11,1,180,121,126
7,12,226,70,12
1,0,210,2,212
1,18,236,124,86
6,10,155,29,24
14,13,83,174,53
6,5,164,28,118
16,5,152,212,120
10,14,157,96,170
17,1,182,220,88
6,19,97,219,91
3,10,191,217,87
11,16,0,149,162
15,1,148,11,70
0,19,35,49,3
10,18,18,95,175
3,7,221,35,146
6,8,147,121,104
14,12,116,160,27
19,4,57,12,191
3,0,1,137,46
8,9,151,214,110
9,15,19,106,94
5,6,13,122,140
13,6,229,149,82
4,6,239,218,54
18,0,136,2,168
10,0,42,139,142
5,18,244,223,4
10,10,144,168,169
12,4,73,30,167
11,0,147,250,1
4,18,43,37,69
9,16,12,5,8
17,10,221,83,95
1,0,80,112,16
3,13,80,19,223
1,12,83,52,177
12,9,239,153,71
4,12,40,227,221
5,17,79,96,183
13,6,47,184,244
11,15,51,173,139
1,1,111,157,96
9,11,242,162,98
9,14,130,103,100
15,16,140,248,56
19,9,53,219,183
8,3,236,104,161
1,19,75,155,248
11,10,197,217,182
17,1,11,114,152
17,12,22,117,214
9,18,85,82,176
1,9,48,53,206
18,6,116,102,217
1,18,205,63,148
18,14,4,143,81
9,7,55,38,42
4,16,47,172,239
15,1,186,58,232
17,7,95,68,125
13,13,53,86,193
5,4,224,236,141
6,3,86,29,234
14,15,253,216,211
17,19,201,1,68
2,5,218,213,95
10,13,206,198,199
17,15,113,169,100
5,12,215,245,136
7,15,147,178,23
4,14,120,1,203
12,3,58,172,113
16,16,45,99,174
10,3,228,49,10
13,6,111,201,56
9,19,37,125,159
19,1,241,42,90
8,11,7,93,125
1,11,4,66,250
3,6,64,86,115
8,18,153,220,238
16,8,3,126,57
15,5,74,242,39
13,0,152,182,206
7,16,69,121,49
10,9,89,232,44
4,0,39,5,252
9,19,9,198,49
15,9,86,17,244
15,2,173,81,101
6,1,243,84,216
17,7,7,139,124
6,10,192,68,35
16,18,129,140,92
16,9,77,207,191
16,1,132,58,103
9,2,117,81,200
10,1,18,172,152
15,11,115,134,161
6,9,182,188,36
10,0,98,73,156
1,19,12,22,140
7,17,179,93,4
17,10,168,84,154
13,4,221,221,113
19,16,241,4,14
16,4,115,227,253
3,3,113,137,8
13,4,48,127,245
10,12,43,128,241
12,16,143,158,52
14,18,110,75,200
14,17,168,98,216
13,16,136,160,95
13,12,7,164,234
3,19,190,163,1
10,15,132,86,94
16,12,224,243,243
8,11,75,71,242
7,19,188,207,65
6,3,10,56,171
1,16,206,220,181
18,10,236,165,129
8,9,216,249,61
7,5,90,69,80
12,10,136,230,112
2,16,242,19,178
15,18,225,144,65
2,19,192,226,54
0,14,141,218,166
8,17,128,213,26
0,0,49,113,156
17,18,160,109,233
8,7,247,29,61
16,18,95,184,211
8,11,181,228,84
12,1,223,200,91
16,14,111,143,251
8,0,193,205,161
14,4,49,142,210
16,10,34,210,38
5,3,177,48,226
0,9,60,61,116
5,10,122,110,135
17,10,18,6,35
5,14,184,95,66
15,12,230,137,203
6,15,201,63,3
12,3,127,60,45
10,16,50,95,34
18,1,163,232,150
5,0,88,21,49
0,9,90,145,47
18,1,173,32,95
14,19,79,57,206
12,12,147,14,211
6,0,97,101,161
2,3,198,18,89
0,8,132,20,247
17,4,168,0,253
16,18,119,95,49
6,9,233,165,209
15,18,49,237,193
18,8,202,74,38
0,4,17,221,134
13,4,55,225,77
2,6,49,227,114
3,5,238,156,51
8,6,205,58,250
19,8,109,79,50
2,17,75,92,193
3,1,143,203,193
9,9,203,164,218
11,9,111,184,100
18,17,93,128,90
0,4,116,76,35
9,13,175,10,16
18,2,70,24,253
2,5,188,244,125
11,12,90,241,55
10,8,228,179,29
7,4,135,97,0
12,15,249,61,86
14,7,146,197,234
10,7,219,87,30
16,14,210,65,132
19,10,69,109,109
11,16,73,45,227
12,15,123,239,203
2,7,98,235,241
6,6,150,151,20
2,13,246,238,92
2,6,86,106,88
19,5,121,136,248
1,15,79,37,6
10,0,135,84,93
2,8,241,146,245
14,18,222,114,227
18,9,207,254,119
18,7,72,52,38
5,3,53,232,123
3,1,84,149,65
3,17,169,114,22
9,3,99,156,102
